transaction_id,date,product,category,quantity,unit_price,revenue,region
TXN-0336,08-10-2025,Organic Coffee,Food & Beverage,2,448.95,897.9,West
TXN-0337,2025-04-07,Resistance Bands,Sports,15,413.15,6197.25,South
TXN-0338,2025-10-29,Jump Rope,Sports,19,,9087.89,South
TXN-0339,27/10/2025,Design Patterns,Books,19,90.96,1728.24,
TXN-0340,16/07/2025,Design Patterns,Books,9,201.95,1817.55,East
TXN-0341,20-09-2025,Trail Mix,Food & Beverage,11,357.38,3931.18,Central
TXN-0342,12/11/2025,Protein Bars,Food & Beverage,17,273.53,4650.01,
TXN-0343,08/12/2025,Trail Mix,Food & Beverage,10,439.35,,West
TXN-0344,13-04-2025,Cotton T-Shirt,Clothing,9,77.48,697.32,North
TXN-0344,13-04-2025,Cotton T-Shirt,Clothing,9,77.48,697.32,North
TXN-0345,02/22/2025,Trail Mix,Food & Beverage,13,122.61,1593.93,
TXN-0346,02-08-2025,Python Cookbook,Books,1,373.12,373.12,South
TXN-0347,27-12-2025,Web Dev Manual,Books,20,102.25,2045.0,
TXN-0348,2025-03-30,Yoga Mat,Sports,14,143.16,2004.24,East
TXN-0349,2025-03-21,Cotton T-Shirt,Clothing,20,30.17,603.4,
TXN-0350,29-12-2025,Design Patterns,Books,6,262.7,1576.2,
TXN-0351,20-04-2025,Air Purifier,Home & Garden,10,113.13,1131.3,
TXN-0352,28-02-2025,Resistance Bands,Sports,20,459.71,9194.2,South
TXN-0353,17-07-2025,AI Fundamentals,Books,1,456.11,456.11,
TXN-0354,11/30/2025,Throw Blanket,Home & Garden,3,474.36,1423.08,South
TXN-0355,11/19/2025,Dark Chocolate,Food & Beverage,4,106.76,427.04,
TXN-0356,12/18/2025,Bluetooth Speaker,Electronics,11,23.75,261.25,North
TXN-0357,13/05/2025,Jump Rope,Sports,13,219.35,,North
TXN-0358,2025-10-27,Organic Coffee,Food & Beverage,12,464.38,5572.56,North
TXN-0359,15/07/2025,Organic Coffee,Food & Beverage,16,82.38,1318.08,South
TXN-0360,15-03-2025,Green Tea Set,Food & Beverage,1,,278.99,Central
TXN-0361,13-02-2025,Cotton T-Shirt,Clothing,7,209.26,1464.82,
TXN-0362,02/28/2025,Trail Mix,Food & Beverage,2,426.44,852.88,Central
TXN-0363,25/10/2025,Air Purifier,Home & Garden,5,337.29,1686.45,South
TXN-0364,12-11-2025,Trail Mix,Food & Beverage,5,284.95,1424.75,East
TXN-0365,31/12/2025,Air Purifier,Home & Garden,5,341.39,1706.95,East
TXN-0366,2025-03-31,Plant Pot Set,Home & Garden,18,102.23,1840.14,
TXN-0366,2025-03-31,Plant Pot Set,Home & Garden,18,102.23,1840.14,
TXN-0367,16/01/2025,Design Patterns,Books,2,278.04,556.08,Central
TXN-0368,29-10-2025,Denim Jeans,Clothing,17,,4380.05,West
TXN-0369,12/17/2025,Design Patterns,Books,15,83.82,1257.3,Central
TXN-0370,2025-07-03,Denim Jeans,Clothing,8,36.12,288.96,East
TXN-0371,2025-08-21,Smart Watch,Electronics,4,353.35,1413.4,Central
TXN-0372,12/07/2025,Throw Blanket,Home & Garden,3,260.75,782.25,West
TXN-0373,2025-09-04,Design Patterns,Books,15,86.97,1304.55,North
TXN-0374,03/02/2025,Water Bottle,Sports,4,243.35,973.4,West
TXN-0375,03/07/2025,Wool Sweater,Clothing,2,445.94,891.88,South
TXN-0376,2025-10-16,Green Tea Set,Food & Beverage,3,112.21,336.63,Central
TXN-0377,10/26/2025,Web Dev Manual,Books,9,88.02,792.18,
TXN-0378,2025-02-25,Wool Sweater,Clothing,17,343.76,5843.92,
TXN-0379,2025-09-30,Bluetooth Speaker,Electronics,5,451.48,2257.4,Central
TXN-0380,2025-07-09,Trail Mix,Food & Beverage,14,118.6,1660.4,
TXN-0381,2025-12-23,Resistance Bands,Sports,9,241.18,2170.62,South
TXN-0382,2025-01-03,Web Dev Manual,Books,4,262.28,1049.12,West
TXN-0383,30-11-2025,Throw Blanket,Home & Garden,14,284.51,3983.14,Central
TXN-0384,09/05/2025,Throw Blanket,Home & Garden,18,244.46,4400.28,East
TXN-0385,03/02/2025,Resistance Bands,Sports,4,111.16,444.64,West
TXN-0386,2025-07-19,USB-C Hub,Electronics,16,463.3,7412.8,West
TXN-0387,25-07-2025,Trail Mix,Food & Beverage,2,473.13,,
TXN-0388,23-09-2025,Running Shoes,Clothing,20,257.72,5154.4,
TXN-0388-X,23-09-2025,Running Shoes,Clothing,20,257.72,0.0,
TXN-0389,2025-03-22,Kitchen Scale,Home & Garden,12,336.48,4037.76,West
TXN-0390,26-05-2025,Air Purifier,Home & Garden,8,305.15,,South
TXN-0391,2025-10-14,AI Fundamentals,Books,11,473.77,5211.47,
TXN-0392,15/08/2025,Data Science Guide,Books,8,379.95,3039.6,
TXN-0392,15/08/2025,Data Science Guide,Books,8,379.95,3039.6,
TXN-0393,04/02/2025,Protein Bars,Food & Beverage,8,401.08,,West
TXN-0394,17/02/2025,Green Tea Set,Food & Beverage,3,279.5,838.5,South
TXN-0395,12/16/2025,Resistance Bands,Sports,8,369.04,2952.32,
TXN-0396,2025-02-24,Bluetooth Speaker,Electronics,20,,165.6,
TXN-0397,22-10-2025,Resistance Bands,Sports,17,143.73,2443.41,South
TXN-0398,17-01-2025,Resistance Bands,Sports,15,488.37,,
TXN-0399,21-02-2025,Throw Blanket,Home & Garden,9,97.64,878.76,East
TXN-0400,18/04/2025,Green Tea Set,Food & Beverage,12,427.89,5134.68,East
TXN-0401,05/19/2025,Data Science Guide,Books,13,102.05,1326.65,
TXN-0402,19-11-2025,Water Bottle,Sports,,283.26,2549.34,Central
TXN-0403,2025-11-19,Water Bottle,Sports,9,183.68,1653.12,Central
TXN-0404,12/14/2025,Web Dev Manual,Books,18,91.4,1645.2,
TXN-0405,10/02/2025,AI Fundamentals,Books,15,317.7,4765.5,South
TXN-0406,2025-07-27,USB-C Hub,Electronics,11,117.97,1297.67,East
TXN-0407,05/07/2025,Resistance Bands,Sports,6,427.83,2566.98,South
TXN-0408,27/03/2025,Wireless Headphones,Electronics,3,,1406.13,West
TXN-0409,05/15/2025,Bluetooth Speaker,Electronics,10,118.53,1185.3,
TXN-0410,06-12-2025,Kitchen Scale,Home & Garden,15,487.62,7314.3,Central
TXN-0411,30/10/2025,Trail Mix,Food & Beverage,14,264.11,3697.54,
TXN-0412,07-06-2025,Water Bottle,Sports,5,155.27,776.35,North
TXN-0413,19/12/2025,Water Bottle,Sports,1,384.11,,
TXN-0414,15/10/2025,Resistance Bands,Sports,6,358.89,2153.34,
TXN-0415,10-11-2025,Throw Blanket,Home & Garden,9,209.39,1884.51,
TXN-0416,25/12/2025,Cotton T-Shirt,Clothing,,80.31,80.31,Central
TXN-0417,01/05/2025,USB-C Hub,Electronics,1,249.32,249.32,East
TXN-0418,17-01-2025,USB-C Hub,Electronics,2,136.92,273.84,West
TXN-0419,2025-01-07,Protein Bars,Food & Beverage,13,386.76,5027.88,West
TXN-0420,12/07/2025,Jump Rope,Sports,10,,4684.3,South
TXN-0421,23-11-2025,Cotton T-Shirt,Clothing,2,432.51,865.02,South
TXN-0421,23-11-2025,Cotton T-Shirt,Clothing,2,432.51,865.02,South
TXN-0422,2025-10-27,Resistance Bands,Sports,1,484.57,484.57,Central
TXN-0423,22/03/2025,Laptop Stand,Electronics,11,465.77,5123.47,
TXN-0424,06/03/2025,Cotton T-Shirt,Clothing,18,395.34,7116.12,
TXN-0424,06/03/2025,Cotton T-Shirt,Clothing,18,395.34,7116.12,
TXN-0425,10-03-2025,Bluetooth Speaker,Electronics,15,281.72,4225.8,Central
TXN-0426,05/21/2025,Laptop Stand,Electronics,5,227.45,,
TXN-0427,2025-04-05,AI Fundamentals,Books,20,123.2,2464.0,
TXN-0428,10/10/2025,AI Fundamentals,Books,11,207.85,2286.35,East
TXN-0429,01/17/2025,Bluetooth Speaker,Electronics,7,53.88,377.16,Central
TXN-0430,26-01-2025,Wool Sweater,Clothing,3,11.48,34.44,South
TXN-0431,04/07/2025,LED Desk Lamp,Home & Garden,20,136.58,2731.6,North
TXN-0432,02/21/2025,Data Science Guide,Books,7,100.59,704.13,
TXN-0433,24-02-2025,Dark Chocolate,Food & Beverage,14,442.0,6188.0,South
TXN-0434,04/11/2025,Air Purifier,Home & Garden,18,495.77,8923.86,East
TXN-0435,05/04/2025,Foam Roller,Sports,9,183.2,1648.8,West
TXN-0436,09/23/2025,LED Desk Lamp,Home & Garden,10,,4922.8,South
TXN-0437,10/11/2025,Wireless Headphones,Electronics,15,181.05,2715.75,South
TXN-0438,20/10/2025,Design Patterns,Books,3,363.17,1089.51,
TXN-0439,18-02-2025,Laptop Stand,Electronics,13,43.85,570.05,North
TXN-0440,03/03/2025,Trail Mix,Food & Beverage,1,318.77,318.77,
TXN-0441,09/15/2025,Running Shoes,Clothing,13,485.66,6313.58,
TXN-0442,09-03-2025,Bluetooth Speaker,Electronics,19,373.93,7104.67,Central
TXN-0443,11/03/2025,Design Patterns,Books,16,200.68,3210.88,Central
TXN-0444,09-08-2025,Trail Mix,Food & Beverage,3,60.7,182.1,West
TXN-0445,06/06/2025,Throw Blanket,Home & Garden,,313.48,4702.2,West
TXN-0446,2025-02-13,Organic Coffee,Food & Beverage,8,474.73,,South
TXN-0447,19/08/2025,Smart Watch,Electronics,7,371.31,2599.17,South
TXN-0448,2025-03-14,Foam Roller,Sports,17,26.52,450.84,South
TXN-0449,2025-01-05,Water Bottle,Sports,12,432.82,5193.84,North
TXN-0450,2025-12-30,Kitchen Scale,Home & Garden,20,268.12,5362.4,South
TXN-0451,29-09-2025,Kitchen Scale,Home & Garden,13,373.47,4855.11,North
TXN-0452,14-09-2025,Smart Watch,Electronics,13,445.75,5794.75,
TXN-0453,07/21/2025,Bluetooth Speaker,Electronics,17,480.5,8168.5,Central
TXN-0454,09-06-2025,Foam Roller,Sports,5,107.34,536.7,South
TXN-0455,09/26/2025,Resistance Bands,Sports,19,458.97,8720.43,East
TXN-0456,2025-03-16,Kitchen Scale,Home & Garden,14,155.16,2172.24,
TXN-0457,02/24/2025,Running Shoes,Clothing,20,310.39,6207.8,Central
TXN-0458,19/12/2025,Wool Sweater,Clothing,20,237.04,4740.8,
TXN-0459,17/01/2025,Smart Watch,Electronics,14,115.16,1612.24,
TXN-0460,12/11/2025,Green Tea Set,Food & Beverage,15,,6665.4,West
TXN-0461,2025-11-10,Python Cookbook,Books,15,231.17,3467.55,North
TXN-0462,2025-07-18,Cotton T-Shirt,Clothing,15,202.03,3030.45,East
TXN-0463,12/20/2025,Jump Rope,Sports,3,362.71,1088.13,North
TXN-0464,15/06/2025,USB-C Hub,Electronics,15,297.21,4458.15,
TXN-0465,12/31/2025,Organic Coffee,Food & Beverage,3,61.51,184.53,West
TXN-0466,11/10/2025,Foam Roller,Sports,13,26.73,347.49,South
TXN-0467,2025-04-02,Water Bottle,Sports,10,366.43,3664.3,West
TXN-0467-X,2025-04-02,Water Bottle,Sports,10,366.43,0.0,West
TXN-0468,2025-05-10,Jump Rope,Sports,16,274.03,4384.48,North
TXN-0469,2025-08-15,Web Dev Manual,Books,1,126.13,126.13,Central
TXN-0470,29-01-2025,USB-C Hub,Electronics,2,335.16,670.32,
TXN-0471,24-03-2025,Web Dev Manual,Books,19,394.72,7499.68,South
TXN-0471,24-03-2025,Web Dev Manual,Books,19,394.72,7499.68,South
TXN-0472,15-06-2025,Yoga Mat,Sports,14,422.44,5914.16,North
TXN-0473,09/26/2025,Protein Bars,Food & Beverage,20,33.8,676.0,Central
TXN-0474,28-12-2025,Foam Roller,Sports,11,133.53,1468.83,Central
TXN-0475,20/11/2025,Resistance Bands,Sports,20,,,East
TXN-0476,17/04/2025,Yoga Mat,Sports,11,,1958.88,
TXN-0477,07-06-2025,Web Dev Manual,Books,11,384.68,4231.48,North
TXN-0478,03/31/2025,Air Purifier,Home & Garden,,458.5,7336.0,
TXN-0479,21/06/2025,Yoga Mat,Sports,17,153.18,,
TXN-0480,2025-07-01,Cotton T-Shirt,Clothing,1,172.88,172.88,West
TXN-0481,07-06-2025,Organic Coffee,Food & Beverage,9,209.87,1888.83,West
TXN-0482,2025-03-31,LED Desk Lamp,Home & Garden,7,457.11,3199.77,West
TXN-0483,05-09-2025,Plant Pot Set,Home & Garden,4,411.96,1647.84,Central
TXN-0484,2025-09-25,Smart Watch,Electronics,2,345.09,690.18,Central
TXN-0485,2025-06-09,AI Fundamentals,Books,7,163.84,1146.88,South
TXN-0486,22-03-2025,Wireless Headphones,Electronics,20,282.01,5640.2,North
TXN-0487,05/26/2025,Running Shoes,Clothing,10,308.57,,East
TXN-0488,2025-07-16,Bluetooth Speaker,Electronics,13,93.6,1216.8,Central
TXN-0489,06/20/2025,Trail Mix,Food & Beverage,3,486.97,1460.91,
TXN-0490,19/02/2025,Kitchen Scale,Home & Garden,16,119.69,1915.04,South
TXN-0491,07-12-2025,Kitchen Scale,Home & Garden,16,19.98,319.68,West
TXN-0492,10/22/2025,Python Cookbook,Books,13,409.69,5325.97,
TXN-0493,30/10/2025,Wool Sweater,Clothing,8,276.23,2209.84,West
TXN-0494,11-08-2025,Design Patterns,Books,6,332.99,1997.94,North
TXN-0495,2025-06-16,Resistance Bands,Sports,10,478.16,4781.6,North
TXN-0496,2025-11-27,USB-C Hub,Electronics,5,,2220.95,
TXN-0497,19/07/2025,Winter Jacket,Clothing,11,153.37,1687.07,
TXN-0498,2025-06-26,Python Cookbook,Books,20,493.28,9865.6,West
TXN-0499,01-01-2025,Smart Watch,Electronics,1,121.44,121.44,
TXN-0500,04/19/2025,Resistance Bands,Sports,7,279.93,1959.51,
